location_id,location_name,sdi,sdi_quintile_2023,country_split,split_seed,split_stratifier
6,China,0.727553274,Q3,development,20260810,2023 SDI quintile (assignment only; never a feature)
88,Malta,0.830491207,Q4,development,20260810,2023 SDI quintile (assignment only; never a feature)
89,Netherlands,0.908399773,Q5,geographic_holdout,20260810,2023 SDI quintile (assignment only; never a feature)
90,Norway,0.916927776,Q5,development,20260810,2023 SDI quintile (assignment only; never a feature)
91,Portugal,0.78646394,Q4,development,20260810,2023 SDI quintile (assignment only; never a feature)
92,Spain,0.811819795,Q4,development,20260810,2023 SDI quintile (assignment only; never a feature)
93,Sweden,0.910927944,Q5,development,20260810,2023 SDI quintile (assignment only; never a feature)
94,Switzerland,0.946050659,Q5,development,20260810,2023 SDI quintile (assignment only; never a feature)
95,United Kingdom,0.880444683,Q5,geographic_holdout,20260810,2023 SDI quintile (assignment only; never a feature)
97,Argentina,0.764786183,Q4,development,20260810,2023 SDI quintile (assignment only; never a feature)
98,Chile,0.788533125,Q4,development,20260810,2023 SDI quintile (assignment only; never a feature)
99,Uruguay,0.745444259,Q4,development,20260810,2023 SDI quintile (assignment only; never a feature)
101,Canada,0.887304675,Q5,development,20260810,2023 SDI quintile (assignment only; never a feature)
102,United States of America,0.876475276,Q5,development,20260810,2023 SDI quintile (assignment only; never a feature)
105,Antigua and Barbuda,0.755852569,Q4,development,20260810,2023 SDI quintile (assignment only; never a feature)
106,Bahamas,0.813601011,Q4,development,20260810,2023 SDI quintile (assignment only; never a feature)
107,Barbados,0.754794961,Q4,development,20260810,2023 SDI quintile (assignment only; never a feature)
108,Belize,0.628475098,Q2,development,20260810,2023 SDI quintile (assignment only; never a feature)
109,Cuba,0.694880527,Q3,development,20260810,2023 SDI quintile (assignment only; never a feature)
110,Dominica,0.75366422,Q4,development,20260810,2023 SDI quintile (assignment only; never a feature)
111,Dominican Republic,0.658091059,Q3,development,20260810,2023 SDI quintile (assignment only; never a feature)
112,Grenada,0.678048084,Q3,development,20260810,2023 SDI quintile (assignment only; never a feature)
113,Guyana,0.695580314,Q3,geographic_holdout,20260810,2023 SDI quintile (assignment only; never a feature)
114,Haiti,0.463794706,Q1,development,20260810,2023 SDI quintile (assignment only; never a feature)
115,Jamaica,0.691833531,Q3,development,20260810,2023 SDI quintile (assignment only; never a feature)
116,Saint Lucia,0.70288814,Q3,development,20260810,2023 SDI quintile (assignment only; never a feature)
117,Saint Vincent and the Grenadines,0.65846284,Q3,development,20260810,2023 SDI quintile (assignment only; never a feature)
118,Suriname,0.654870057,Q3,development,20260810,2023 SDI quintile (assignment only; never a feature)
119,Trinidad and Tobago,0.770448612,Q4,development,20260810,2023 SDI quintile (assignment only; never a feature)
121,Bolivia (Plurinational State of),0.631803304,Q2,development,20260810,2023 SDI quintile (assignment only; never a feature)
122,Ecuador,0.690996593,Q3,development,20260810,2023 SDI quintile (assignment only; never a feature)
123,Peru,0.685607664,Q3,geographic_holdout,20260810,2023 SDI quintile (assignment only; never a feature)
125,Colombia,0.688855489,Q3,development,20260810,2023 SDI quintile (assignment only; never a feature)
126,Costa Rica,0.71538598,Q3,development,20260810,2023 SDI quintile (assignment only; never a feature)
127,El Salvador,0.608140065,Q2,development,20260810,2023 SDI quintile (assignment only; never a feature)
128,Guatemala,0.553757769,Q2,development,20260810,2023 SDI quintile (assignment only; never a feature)
129,Honduras,0.520269472,Q2,development,20260810,2023 SDI quintile (assignment only; never a feature)
130,Mexico,0.693436757,Q3,development,20260810,2023 SDI quintile (assignment only; never a feature)
131,Nicaragua,0.535691817,Q2,development,20260810,2023 SDI quintile (assignment only; never a feature)
132,Panama,0.71530692,Q3,development,20260810,2023 SDI quintile (assignment only; never a feature)
133,Venezuela (Bolivarian Republic of),0.580213457,Q2,development,20260810,2023 SDI quintile (assignment only; never a feature)
135,Brazil,0.683949753,Q3,development,20260810,2023 SDI quintile (assignment only; never a feature)
136,Paraguay,0.674088962,Q3,geographic_holdout,20260810,2023 SDI quintile (assignment only; never a feature)
139,Algeria,0.657757116,Q3,development,20260810,2023 SDI quintile (assignment only; never a feature)
140,Bahrain,0.784320905,Q4,geographic_holdout,20260810,2023 SDI quintile (assignment only; never a feature)
141,Egypt,0.676519583,Q3,development,20260810,2023 SDI quintile (assignment only; never a feature)
142,Iran (Islamic Republic of),0.717585049,Q3,development,20260810,2023 SDI quintile (assignment only; never a feature)
143,Iraq,0.653812815,Q3,development,20260810,2023 SDI quintile (assignment only; never a feature)
144,Jordan,0.72035157,Q3,development,20260810,2023 SDI quintile (assignment only; never a feature)
145,Kuwait,0.877142895,Q5,geographic_holdout,20260810,2023 SDI quintile (assignment only; never a feature)
146,Lebanon,0.723671502,Q3,development,20260810,2023 SDI quintile (assignment only; never a feature)
147,Libya,0.770482329,Q4,geographic_holdout,20260810,2023 SDI quintile (assignment only; never a feature)
148,Morocco,0.612385219,Q2,development,20260810,2023 SDI quintile (assignment only; never a feature)
149,Palestine,0.6379798,Q2,geographic_holdout,20260810,2023 SDI quintile (assignment only; never a feature)
150,Oman,0.781268794,Q4,geographic_holdout,20260810,2023 SDI quintile (assignment only; never a feature)
151,Qatar,0.859589918,Q5,development,20260810,2023 SDI quintile (assignment only; never a feature)
152,Saudi Arabia,0.828451182,Q4,geographic_holdout,20260810,2023 SDI quintile (assignment only; never a feature)
153,Syrian Arab Republic,0.58868192,Q2,geographic_holdout,20260810,2023 SDI quintile (assignment only; never a feature)
154,Tunisia,0.683722134,Q3,development,20260810,2023 SDI quintile (assignment only; never a feature)
155,Türkiye,0.730952258,Q3,development,20260810,2023 SDI quintile (assignment only; never a feature)
156,United Arab Emirates,0.862209546,Q5,development,20260810,2023 SDI quintile (assignment only; never a feature)
157,Yemen,0.446393545,Q1,geographic_holdout,20260810,2023 SDI quintile (assignment only; never a feature)
160,Afghanistan,0.333711266,Q1,development,20260810,2023 SDI quintile (assignment only; never a feature)
161,Bangladesh,0.517107282,Q2,development,20260810,2023 SDI quintile (assignment only; never a feature)
162,Bhutan,0.52425393,Q2,development,20260810,2023 SDI quintile (assignment only; never a feature)
163,India,0.606982048,Q2,development,20260810,2023 SDI quintile (assignment only; never a feature)
164,Nepal,0.471006784,Q1,development,20260810,2023 SDI quintile (assignment only; never a feature)
165,Pakistan,0.512722944,Q2,geographic_holdout,20260810,2023 SDI quintile (assignment only; never a feature)
168,Angola,0.499296938,Q1,geographic_holdout,20260810,2023 SDI quintile (assignment only; never a feature)
169,Central African Republic,0.259147219,Q1,development,20260810,2023 SDI quintile (assignment only; never a feature)
170,Congo,0.57784943,Q2,development,20260810,2023 SDI quintile (assignment only; never a feature)
171,Democratic Republic of the Congo,0.395104186,Q1,development,20260810,2023 SDI quintile (assignment only; never a feature)
172,Equatorial Guinea,0.646241526,Q2,development,20260810,2023 SDI quintile (assignment only; never a feature)
173,Gabon,0.631085776,Q2,development,20260810,2023 SDI quintile (assignment only; never a feature)
175,Burundi,0.307259853,Q1,development,20260810,2023 SDI quintile (assignment only; never a feature)
176,Comoros,0.478698597,Q1,development,20260810,2023 SDI quintile (assignment only; never a feature)
177,Djibouti,0.491006575,Q1,geographic_holdout,20260810,2023 SDI quintile (assignment only; never a feature)
178,Eritrea,0.414533257,Q1,development,20260810,2023 SDI quintile (assignment only; never a feature)
179,Ethiopia,0.393767735,Q1,development,20260810,2023 SDI quintile (assignment only; never a feature)
180,Kenya,0.548710797,Q2,development,20260810,2023 SDI quintile (assignment only; never a feature)
181,Madagascar,0.379987683,Q1,development,20260810,2023 SDI quintile (assignment only; never a feature)
182,Malawi,0.409532838,Q1,geographic_holdout,20260810,2023 SDI quintile (assignment only; never a feature)
183,Mauritius,0.736236312,Q4,development,20260810,2023 SDI quintile (assignment only; never a feature)
184,Mozambique,0.341791325,Q1,development,20260810,2023 SDI quintile (assignment only; never a feature)
185,Rwanda,0.462112705,Q1,development,20260810,2023 SDI quintile (assignment only; never a feature)
186,Seychelles,0.753016949,Q4,development,20260810,2023 SDI quintile (assignment only; never a feature)
187,Somalia,0.229019065,Q1,geographic_holdout,20260810,2023 SDI quintile (assignment only; never a feature)
189,United Republic of Tanzania,0.465888633,Q1,development,20260810,2023 SDI quintile (assignment only; never a feature)
190,Uganda,0.442281237,Q1,development,20260810,2023 SDI quintile (assignment only; never a feature)
191,Zambia,0.505571537,Q1,geographic_holdout,20260810,2023 SDI quintile (assignment only; never a feature)
193,Botswana,0.677582005,Q3,development,20260810,2023 SDI quintile (assignment only; never a feature)
194,Lesotho,0.509816661,Q2,development,20260810,2023 SDI quintile (assignment only; never a feature)
195,Namibia,0.619642149,Q2,development,20260810,2023 SDI quintile (assignment only; never a feature)
196,South Africa,0.70261336,Q3,development,20260810,2023 SDI quintile (assignment only; never a feature)
197,Eswatini,0.606902305,Q2,development,20260810,2023 SDI quintile (assignment only; never a feature)
198,Zimbabwe,0.491184885,Q1,development,20260810,2023 SDI quintile (assignment only; never a feature)
200,Benin,0.40649626,Q1,development,20260810,2023 SDI quintile (assignment only; never a feature)
201,Burkina Faso,0.306760806,Q1,development,20260810,2023 SDI quintile (assignment only; never a feature)
202,Cameroon,0.487083713,Q1,development,20260810,2023 SDI quintile (assignment only; never a feature)
203,Cabo Verde,0.562409777,Q2,development,20260810,2023 SDI quintile (assignment only; never a feature)
204,Chad,0.239323301,Q1,development,20260810,2023 SDI quintile (assignment only; never a feature)
205,Côte d'Ivoire,0.451524015,Q1,development,20260810,2023 SDI quintile (assignment only; never a feature)
206,Gambia,0.432615004,Q1,development,20260810,2023 SDI quintile (assignment only; never a feature)
207,Ghana,0.573769063,Q2,development,20260810,2023 SDI quintile (assignment only; never a feature)
208,Guinea,0.355150968,Q1,development,20260810,2023 SDI quintile (assignment only; never a feature)
209,Guinea-Bissau,0.373341963,Q1,development,20260810,2023 SDI quintile (assignment only; never a feature)
210,Liberia,0.38302106,Q1,development,20260810,2023 SDI quintile (assignment only; never a feature)
211,Mali,0.284970766,Q1,development,20260810,2023 SDI quintile (assignment only; never a feature)
212,Mauritania,0.518009346,Q2,development,20260810,2023 SDI quintile (assignment only; never a feature)
213,Niger,0.203013134,Q1,geographic_holdout,20260810,2023 SDI quintile (assignment only; never a feature)
214,Nigeria,0.511952631,Q2,development,20260810,2023 SDI quintile (assignment only; never a feature)
215,Sao Tome and Principe,0.522633002,Q2,development,20260810,2023 SDI quintile (assignment only; never a feature)
216,Senegal,0.412747283,Q1,development,20260810,2023 SDI quintile (assignment only; never a feature)
217,Sierra Leone,0.383229086,Q1,development,20260810,2023 SDI quintile (assignment only; never a feature)
218,Togo,0.4605221,Q1,development,20260810,2023 SDI quintile (assignment only; never a feature)
298,American Samoa,0.743030595,Q4,geographic_holdout,20260810,2023 SDI quintile (assignment only; never a feature)
305,Bermuda,0.826940374,Q4,development,20260810,2023 SDI quintile (assignment only; never a feature)
320,Cook Islands,0.777404869,Q4,development,20260810,2023 SDI quintile (assignment only; never a feature)
349,Greenland,0.860113904,Q5,development,20260810,2023 SDI quintile (assignment only; never a feature)
351,Guam,0.811868521,Q4,development,20260810,2023 SDI quintile (assignment only; never a feature)
367,Monaco,0.92270063,Q5,development,20260810,2023 SDI quintile (assignment only; never a feature)
369,Nauru,0.626371926,Q2,geographic_holdout,20260810,2023 SDI quintile (assignment only; never a feature)
374,Niue,0.748490237,Q4,development,20260810,2023 SDI quintile (assignment only; never a feature)
376,Northern Mariana Islands,0.791104245,Q4,development,20260810,2023 SDI quintile (assignment only; never a feature)
380,Palau,0.75589719,Q4,development,20260810,2023 SDI quintile (assignment only; never a feature)
385,Puerto Rico,0.847508564,Q5,geographic_holdout,20260810,2023 SDI quintile (assignment only; never a feature)
393,Saint Kitts and Nevis,0.754464215,Q4,development,20260810,2023 SDI quintile (assignment only; never a feature)
396,San Marino,0.883012202,Q5,development,20260810,2023 SDI quintile (assignment only; never a feature)
413,Tokelau,0.749948959,Q4,development,20260810,2023 SDI quintile (assignment only; never a feature)
416,Tuvalu,0.611233842,Q2,development,20260810,2023 SDI quintile (assignment only; never a feature)
422,United States Virgin Islands,0.816423321,Q4,development,20260810,2023 SDI quintile (assignment only; never a feature)
435,South Sudan,0.379080534,Q1,development,20260810,2023 SDI quintile (assignment only; never a feature)
522,Sudan,0.573101197,Q2,development,20260810,2023 SDI quintile (assignment only; never a feature)
